driver,lapnumber,laptime,compound,tyrelife,position,race_round,year
NOR,1.0,87.198,MEDIUM,1.0,4.0,7,2026
NOR,2.0,82.251,MEDIUM,2.0,4.0,7,2026
NOR,3.0,82.422,MEDIUM,3.0,4.0,7,2026
NOR,4.0,82.773,MEDIUM,4.0,4.0,7,2026
NOR,5.0,83.287,MEDIUM,5.0,4.0,7,2026
NOR,6.0,83.226,MEDIUM,6.0,4.0,7,2026
NOR,7.0,83.357,MEDIUM,7.0,4.0,7,2026
NOR,8.0,83.392,MEDIUM,8.0,4.0,7,2026
NOR,9.0,83.501,MEDIUM,9.0,4.0,7,2026
NOR,10.0,83.319,MEDIUM,10.0,4.0,7,2026
NOR,11.0,83.401,MEDIUM,11.0,3.0,7,2026
NOR,12.0,83.618,MEDIUM,12.0,3.0,7,2026
NOR,13.0,87.846,MEDIUM,13.0,2.0,7,2026
NOR,14.0,100.651,HARD,1.0,6.0,7,2026
NOR,15.0,82.07,HARD,2.0,5.0,7,2026
NOR,16.0,82.193,HARD,3.0,5.0,7,2026
NOR,17.0,81.944,HARD,4.0,4.0,7,2026
NOR,18.0,81.981,HARD,5.0,4.0,7,2026
NOR,19.0,82.354,HARD,6.0,4.0,7,2026
NOR,20.0,82.243,HARD,7.0,4.0,7,2026
NOR,21.0,82.375,HARD,8.0,4.0,7,2026
NOR,22.0,82.022,HARD,9.0,4.0,7,2026
NOR,23.0,82.279,HARD,10.0,4.0,7,2026
NOR,24.0,82.444,HARD,11.0,4.0,7,2026
NOR,25.0,82.463,HARD,12.0,4.0,7,2026
NOR,26.0,82.664,HARD,13.0,4.0,7,2026
NOR,27.0,82.909,HARD,14.0,3.0,7,2026
NOR,28.0,82.66,HARD,15.0,3.0,7,2026
NOR,29.0,83.254,HARD,16.0,3.0,7,2026
NOR,30.0,83.156,HARD,17.0,3.0,7,2026
NOR,31.0,82.947,HARD,18.0,3.0,7,2026
NOR,32.0,83.597,HARD,19.0,3.0,7,2026
NOR,33.0,82.849,HARD,20.0,3.0,7,2026
NOR,34.0,83.115,HARD,21.0,3.0,7,2026
NOR,35.0,87.299,HARD,22.0,4.0,7,2026
NOR,36.0,99.962,HARD,1.0,5.0,7,2026
NOR,37.0,80.232,HARD,2.0,5.0,7,2026
NOR,38.0,81.112,HARD,3.0,5.0,7,2026
NOR,39.0,81.165,HARD,4.0,4.0,7,2026
NOR,40.0,88.389,HARD,5.0,4.0,7,2026
NOR,42.0,85.074,HARD,7.0,4.0,7,2026
NOR,43.0,80.931,HARD,8.0,4.0,7,2026
NOR,44.0,80.806,HARD,9.0,4.0,7,2026
NOR,45.0,80.928,HARD,10.0,4.0,7,2026
NOR,46.0,80.83,HARD,11.0,4.0,7,2026
NOR,47.0,80.948,HARD,12.0,4.0,7,2026
NOR,48.0,81.2,HARD,13.0,4.0,7,2026
NOR,49.0,81.262,HARD,14.0,4.0,7,2026
NOR,50.0,80.962,HARD,15.0,4.0,7,2026
NOR,51.0,81.253,HARD,16.0,4.0,7,2026
NOR,52.0,81.606,HARD,17.0,4.0,7,2026
NOR,53.0,81.811,HARD,18.0,4.0,7,2026
NOR,54.0,81.809,HARD,19.0,4.0,7,2026
NOR,55.0,81.964,HARD,20.0,4.0,7,2026
NOR,56.0,82.127,HARD,21.0,4.0,7,2026
NOR,57.0,82.223,HARD,22.0,4.0,7,2026
NOR,58.0,82.252,HARD,23.0,4.0,7,2026
NOR,59.0,82.489,HARD,24.0,4.0,7,2026
NOR,60.0,82.4,HARD,25.0,4.0,7,2026
NOR,61.0,83.142,HARD,26.0,4.0,7,2026
NOR,62.0,82.724,HARD,27.0,3.0,7,2026
NOR,65.0,86.01,HARD,30.0,3.0,7,2026
NOR,66.0,82.401,HARD,31.0,3.0,7,2026
GAS,1.0,92.099,MEDIUM,1.0,12.0,7,2026
GAS,2.0,84.303,MEDIUM,2.0,12.0,7,2026
GAS,3.0,84.219,MEDIUM,3.0,12.0,7,2026
GAS,4.0,84.527,MEDIUM,4.0,12.0,7,2026
GAS,5.0,85.097,MEDIUM,5.0,12.0,7,2026
GAS,6.0,85.808,MEDIUM,6.0,13.0,7,2026
GAS,7.0,85.386,MEDIUM,7.0,13.0,7,2026
GAS,8.0,85.72,MEDIUM,8.0,13.0,7,2026
GAS,9.0,86.054,MEDIUM,9.0,13.0,7,2026
GAS,10.0,86.055,MEDIUM,10.0,13.0,7,2026
GAS,11.0,85.954,MEDIUM,11.0,13.0,7,2026
GAS,12.0,85.806,MEDIUM,12.0,11.0,7,2026
GAS,13.0,85.798,MEDIUM,13.0,11.0,7,2026
GAS,14.0,89.745,MEDIUM,14.0,10.0,7,2026
GAS,15.0,102.799,HARD,1.0,15.0,7,2026
GAS,16.0,83.023,HARD,2.0,14.0,7,2026
GAS,17.0,83.237,HARD,3.0,14.0,7,2026
GAS,18.0,83.512,HARD,4.0,13.0,7,2026
GAS,19.0,83.619,HARD,5.0,12.0,7,2026
GAS,20.0,83.826,HARD,6.0,12.0,7,2026
GAS,21.0,83.789,HARD,7.0,12.0,7,2026
GAS,22.0,83.988,HARD,8.0,12.0,7,2026
GAS,23.0,84.096,HARD,9.0,11.0,7,2026
GAS,24.0,85.127,HARD,10.0,11.0,7,2026
GAS,25.0,84.606,HARD,11.0,11.0,7,2026
GAS,26.0,84.652,HARD,12.0,11.0,7,2026
GAS,27.0,85.125,HARD,13.0,11.0,7,2026
GAS,28.0,85.143,HARD,14.0,11.0,7,2026
GAS,29.0,84.775,HARD,15.0,10.0,7,2026
GAS,30.0,84.587,HARD,16.0,10.0,7,2026
GAS,31.0,84.734,HARD,17.0,10.0,7,2026
GAS,32.0,84.877,HARD,18.0,10.0,7,2026
GAS,33.0,85.359,HARD,19.0,10.0,7,2026
GAS,34.0,85.113,HARD,20.0,10.0,7,2026
GAS,35.0,85.068,HARD,21.0,9.0,7,2026
GAS,36.0,84.317,HARD,22.0,9.0,7,2026
GAS,37.0,85.105,HARD,23.0,9.0,7,2026
GAS,38.0,86.733,HARD,24.0,9.0,7,2026
GAS,39.0,88.674,HARD,25.0,9.0,7,2026
GAS,41.0,103.4,HARD,1.0,9.0,7,2026
GAS,42.0,81.708,HARD,2.0,9.0,7,2026
GAS,43.0,81.96,HARD,3.0,9.0,7,2026
GAS,44.0,82.014,HARD,4.0,9.0,7,2026
GAS,45.0,82.691,HARD,5.0,9.0,7,2026
GAS,46.0,82.562,HARD,6.0,9.0,7,2026
GAS,47.0,83.116,HARD,7.0,9.0,7,2026
GAS,48.0,82.79,HARD,8.0,9.0,7,2026
GAS,49.0,82.992,HARD,9.0,9.0,7,2026
GAS,50.0,83.112,HARD,10.0,9.0,7,2026
GAS,51.0,83.192,HARD,11.0,9.0,7,2026
GAS,52.0,84.548,HARD,12.0,9.0,7,2026
GAS,53.0,84.997,HARD,13.0,9.0,7,2026
GAS,54.0,83.426,HARD,14.0,9.0,7,2026
GAS,55.0,83.374,HARD,15.0,9.0,7,2026
GAS,56.0,83.027,HARD,16.0,9.0,7,2026
GAS,57.0,83.006,HARD,17.0,9.0,7,2026
GAS,58.0,83.133,HARD,18.0,9.0,7,2026
GAS,59.0,83.182,HARD,19.0,9.0,7,2026
GAS,60.0,83.292,HARD,20.0,9.0,7,2026
GAS,61.0,94.255,HARD,21.0,9.0,7,2026
GAS,63.0,102.785,HARD,23.0,7.0,7,2026
GAS,64.0,83.285,HARD,24.0,7.0,7,2026
GAS,65.0,83.622,HARD,25.0,7.0,7,2026
PER,1.0,94.895,SOFT,1.0,19.0,7,2026
PER,2.0,85.549,SOFT,2.0,19.0,7,2026
PER,3.0,85.378,SOFT,3.0,19.0,7,2026
PER,4.0,85.701,SOFT,4.0,19.0,7,2026
PER,5.0,85.768,SOFT,5.0,19.0,7,2026
PER,6.0,86.016,SOFT,6.0,19.0,7,2026
PER,7.0,86.09,SOFT,7.0,19.0,7,2026
PER,8.0,86.482,SOFT,8.0,19.0,7,2026
PER,9.0,86.902,SOFT,9.0,19.0,7,2026
PER,10.0,86.728,SOFT,10.0,19.0,7,2026
PER,11.0,86.99,SOFT,11.0,19.0,7,2026
PER,12.0,91.348,SOFT,12.0,19.0,7,2026
PER,14.0,84.676,HARD,2.0,21.0,7,2026
PER,15.0,84.22,HARD,3.0,20.0,7,2026
PER,16.0,85.422,HARD,4.0,20.0,7,2026
PER,17.0,85.119,HARD,5.0,20.0,7,2026
PER,18.0,85.018,HARD,6.0,20.0,7,2026
PER,19.0,86.249,HARD,7.0,19.0,7,2026
PER,20.0,86.336,HARD,8.0,19.0,7,2026
PER,21.0,85.511,HARD,9.0,19.0,7,2026
PER,22.0,87.003,HARD,10.0,19.0,7,2026
PER,23.0,87.873,HARD,11.0,19.0,7,2026
PER,24.0,86.632,HARD,12.0,19.0,7,2026
PER,25.0,86.239,HARD,13.0,19.0,7,2026
PER,26.0,88.608,HARD,14.0,19.0,7,2026
PER,27.0,86.984,HARD,15.0,19.0,7,2026
PER,28.0,87.363,HARD,16.0,19.0,7,2026
PER,29.0,86.456,HARD,17.0,19.0,7,2026
PER,30.0,86.699,HARD,18.0,17.0,7,2026
PER,31.0,91.808,HARD,19.0,17.0,7,2026
PER,33.0,83.599,HARD,2.0,19.0,7,2026
PER,34.0,85.288,HARD,3.0,19.0,7,2026
PER,35.0,84.306,HARD,4.0,18.0,7,2026
PER,36.0,84.883,HARD,5.0,18.0,7,2026
PER,37.0,85.828,HARD,6.0,18.0,7,2026
PER,38.0,84.717,HARD,7.0,17.0,7,2026
PER,41.0,83.881,MEDIUM,2.0,17.0,7,2026
PER,42.0,86.375,MEDIUM,3.0,17.0,7,2026
PER,43.0,82.82,MEDIUM,4.0,17.0,7,2026
PER,44.0,85.346,MEDIUM,5.0,17.0,7,2026
PER,45.0,83.442,MEDIUM,6.0,17.0,7,2026
PER,46.0,83.799,MEDIUM,7.0,17.0,7,2026
PER,47.0,83.796,MEDIUM,8.0,17.0,7,2026
PER,48.0,85.74,MEDIUM,9.0,17.0,7,2026
PER,49.0,87.241,MEDIUM,10.0,17.0,7,2026
PER,50.0,88.083,MEDIUM,11.0,17.0,7,2026
PER,51.0,84.906,MEDIUM,12.0,17.0,7,2026
PER,52.0,84.708,MEDIUM,13.0,17.0,7,2026
PER,53.0,84.895,MEDIUM,14.0,17.0,7,2026
PER,54.0,85.083,MEDIUM,15.0,17.0,7,2026
PER,55.0,87.104,MEDIUM,16.0,17.0,7,2026
PER,56.0,85.397,MEDIUM,17.0,17.0,7,2026
PER,57.0,85.495,MEDIUM,18.0,17.0,7,2026
PER,58.0,85.942,MEDIUM,19.0,17.0,7,2026
PER,59.0,86.844,MEDIUM,20.0,17.0,7,2026
PER,62.0,89.685,MEDIUM,23.0,15.0,7,2026
PER,63.0,84.778,MEDIUM,24.0,14.0,7,2026
ANT,1.0,86.497,MEDIUM,1.0,3.0,7,2026
ANT,2.0,82.042,MEDIUM,2.0,3.0,7,2026
ANT,3.0,82.12,MEDIUM,3.0,3.0,7,2026
ANT,4.0,82.271,MEDIUM,4.0,3.0,7,2026
ANT,5.0,82.448,MEDIUM,5.0,3.0,7,2026
ANT,6.0,82.992,MEDIUM,6.0,3.0,7,2026
ANT,7.0,83.088,MEDIUM,7.0,3.0,7,2026
ANT,8.0,83.757,MEDIUM,8.0,3.0,7,2026
ANT,9.0,83.56,MEDIUM,9.0,3.0,7,2026
ANT,10.0,83.882,MEDIUM,10.0,3.0,7,2026
ANT,11.0,83.586,MEDIUM,11.0,2.0,7,2026
ANT,12.0,83.367,MEDIUM,12.0,2.0,7,2026
ANT,13.0,83.56,MEDIUM,13.0,1.0,7,2026
ANT,14.0,87.034,MEDIUM,14.0,1.0,7,2026
ANT,15.0,100.87,HARD,1.0,4.0,7,2026
ANT,16.0,82.003,HARD,2.0,4.0,7,2026
ANT,17.0,81.905,HARD,3.0,3.0,7,2026
ANT,18.0,81.632,HARD,4.0,3.0,7,2026
ANT,19.0,81.921,HARD,5.0,3.0,7,2026
ANT,20.0,82.049,HARD,6.0,3.0,7,2026
ANT,21.0,82.196,HARD,7.0,3.0,7,2026
ANT,22.0,82.161,HARD,8.0,3.0,7,2026
ANT,23.0,82.45,HARD,9.0,3.0,7,2026
ANT,24.0,82.843,HARD,10.0,3.0,7,2026
ANT,25.0,82.677,HARD,11.0,3.0,7,2026
ANT,26.0,82.614,HARD,12.0,3.0,7,2026
ANT,27.0,82.76,HARD,13.0,2.0,7,2026
ANT,28.0,82.055,HARD,14.0,2.0,7,2026
ANT,29.0,82.623,HARD,15.0,2.0,7,2026
ANT,30.0,82.502,HARD,16.0,2.0,7,2026
ANT,31.0,82.839,HARD,17.0,2.0,7,2026
ANT,32.0,82.688,HARD,18.0,2.0,7,2026
ANT,33.0,83.757,HARD,19.0,2.0,7,2026
ANT,34.0,82.717,HARD,20.0,2.0,7,2026
ANT,35.0,82.661,HARD,21.0,2.0,7,2026
ANT,36.0,83.424,HARD,22.0,1.0,7,2026
ANT,37.0,85.693,HARD,23.0,1.0,7,2026
ANT,38.0,100.095,HARD,1.0,4.0,7,2026
ANT,39.0,80.899,HARD,2.0,3.0,7,2026
ANT,40.0,88.148,HARD,3.0,3.0,7,2026
ANT,42.0,85.786,HARD,5.0,3.0,7,2026
ANT,43.0,80.898,HARD,6.0,3.0,7,2026
ANT,44.0,80.917,HARD,7.0,3.0,7,2026
ANT,45.0,80.717,HARD,8.0,3.0,7,2026
ANT,46.0,80.704,HARD,9.0,3.0,7,2026
ANT,47.0,80.867,HARD,10.0,3.0,7,2026
ANT,48.0,81.328,HARD,11.0,3.0,7,2026
ANT,49.0,81.229,HARD,12.0,3.0,7,2026
ANT,50.0,81.361,HARD,13.0,3.0,7,2026
ANT,51.0,81.358,HARD,14.0,3.0,7,2026
ANT,52.0,81.45,HARD,15.0,3.0,7,2026
ANT,53.0,81.909,HARD,16.0,3.0,7,2026
ANT,54.0,81.736,HARD,17.0,3.0,7,2026
ANT,55.0,81.853,HARD,18.0,3.0,7,2026
ANT,56.0,81.768,HARD,19.0,3.0,7,2026
ANT,57.0,81.927,HARD,20.0,3.0,7,2026
ANT,58.0,81.87,HARD,21.0,3.0,7,2026
ANT,59.0,82.091,HARD,22.0,3.0,7,2026
ANT,60.0,81.803,HARD,23.0,3.0,7,2026
ANT,61.0,82.715,HARD,24.0,2.0,7,2026
ALO,1.0,97.171,HARD,1.0,22.0,7,2026
ALO,2.0,85.751,HARD,2.0,22.0,7,2026
ALO,3.0,86.254,HARD,3.0,22.0,7,2026
ALO,4.0,86.079,HARD,4.0,22.0,7,2026
ALO,5.0,86.728,HARD,5.0,21.0,7,2026
ALO,6.0,86.279,HARD,6.0,21.0,7,2026
ALO,7.0,86.333,HARD,7.0,21.0,7,2026
ALO,8.0,86.644,HARD,8.0,21.0,7,2026
ALO,9.0,87.479,HARD,9.0,21.0,7,2026
ALO,10.0,88.46,HARD,10.0,21.0,7,2026
ALO,11.0,87.477,HARD,11.0,21.0,7,2026
ALO,12.0,87.381,HARD,12.0,20.0,7,2026
ALO,13.0,87.62,HARD,13.0,19.0,7,2026
ALO,14.0,87.565,HARD,14.0,17.0,7,2026
ALO,15.0,87.301,HARD,15.0,16.0,7,2026
ALO,16.0,87.842,HARD,16.0,17.0,7,2026
ALO,17.0,86.881,HARD,17.0,17.0,7,2026
ALO,18.0,87.408,HARD,18.0,18.0,7,2026
ALO,19.0,87.901,HARD,19.0,18.0,7,2026
ALO,20.0,88.393,HARD,20.0,20.0,7,2026
ALO,21.0,93.829,HARD,21.0,20.0,7,2026
ALO,23.0,85.437,HARD,2.0,20.0,7,2026
ALO,24.0,85.761,HARD,3.0,20.0,7,2026
ALO,25.0,85.958,HARD,4.0,20.0,7,2026
ALO,26.0,85.691,HARD,5.0,20.0,7,2026
ALO,27.0,85.366,HARD,6.0,20.0,7,2026
ALO,28.0,86.416,HARD,7.0,20.0,7,2026
ALO,29.0,85.803,HARD,8.0,20.0,7,2026
ALO,30.0,85.827,HARD,9.0,19.0,7,2026
ALO,31.0,85.788,HARD,10.0,19.0,7,2026
ALO,32.0,85.851,HARD,11.0,18.0,7,2026
ALO,33.0,85.945,HARD,12.0,18.0,7,2026
ALO,34.0,86.215,HARD,13.0,18.0,7,2026
ALO,35.0,86.945,HARD,14.0,17.0,7,2026
ALO,36.0,86.063,HARD,15.0,17.0,7,2026
ALO,37.0,86.259,HARD,16.0,17.0,7,2026
LEC,1.0,89.361,MEDIUM,1.0,7.0,7,2026
LEC,2.0,82.883,MEDIUM,2.0,7.0,7,2026
LEC,3.0,82.65,MEDIUM,3.0,7.0,7,2026
LEC,4.0,82.914,MEDIUM,4.0,7.0,7,2026
LEC,5.0,83.063,MEDIUM,5.0,7.0,7,2026
LEC,6.0,83.835,MEDIUM,6.0,7.0,7,2026
LEC,7.0,83.102,MEDIUM,7.0,7.0,7,2026
LEC,8.0,83.402,MEDIUM,8.0,6.0,7,2026
LEC,9.0,83.561,MEDIUM,9.0,6.0,7,2026
LEC,10.0,83.8,MEDIUM,10.0,6.0,7,2026
LEC,11.0,84.178,MEDIUM,11.0,6.0,7,2026
LEC,12.0,84.3,MEDIUM,12.0,4.0,7,2026
LEC,13.0,83.51,MEDIUM,13.0,3.0,7,2026
LEC,14.0,83.996,MEDIUM,14.0,2.0,7,2026
LEC,15.0,84.039,MEDIUM,15.0,1.0,7,2026
LEC,16.0,87.915,MEDIUM,16.0,2.0,7,2026
LEC,17.0,101.974,HARD,1.0,6.0,7,2026
LEC,18.0,82.198,HARD,2.0,6.0,7,2026
LEC,19.0,81.985,HARD,3.0,6.0,7,2026
LEC,20.0,81.753,HARD,4.0,6.0,7,2026
LEC,21.0,81.589,HARD,5.0,6.0,7,2026
LEC,22.0,82.011,HARD,6.0,6.0,7,2026
LEC,23.0,81.864,HARD,7.0,6.0,7,2026
LEC,24.0,82.463,HARD,8.0,6.0,7,2026
LEC,25.0,82.6,HARD,9.0,6.0,7,2026
LEC,26.0,82.735,HARD,10.0,6.0,7,2026
LEC,27.0,83.196,HARD,11.0,6.0,7,2026
LEC,28.0,83.068,HARD,12.0,5.0,7,2026
LEC,29.0,83.124,HARD,13.0,4.0,7,2026
LEC,30.0,82.705,HARD,14.0,4.0,7,2026
LEC,31.0,82.853,HARD,15.0,4.0,7,2026
LEC,32.0,84.187,HARD,16.0,5.0,7,2026
LEC,33.0,83.328,HARD,17.0,5.0,7,2026
LEC,34.0,82.962,HARD,18.0,5.0,7,2026
LEC,35.0,83.04,HARD,19.0,5.0,7,2026
LEC,36.0,82.768,HARD,20.0,4.0,7,2026
LEC,37.0,83.024,HARD,21.0,3.0,7,2026
LEC,38.0,83.515,HARD,22.0,2.0,7,2026
LEC,39.0,88.314,HARD,23.0,5.0,7,2026
LEC,42.0,80.627,HARD,3.0,6.0,7,2026
LEC,43.0,80.999,HARD,4.0,6.0,7,2026
LEC,44.0,80.74,HARD,5.0,6.0,7,2026
LEC,45.0,80.881,HARD,6.0,6.0,7,2026
LEC,46.0,80.458,HARD,7.0,6.0,7,2026
LEC,47.0,80.379,HARD,8.0,6.0,7,2026
LEC,48.0,81.017,HARD,9.0,6.0,7,2026
LEC,49.0,80.884,HARD,10.0,6.0,7,2026
LEC,50.0,82.376,HARD,11.0,6.0,7,2026
LEC,51.0,81.681,HARD,12.0,6.0,7,2026
LEC,52.0,82.154,HARD,13.0,6.0,7,2026
LEC,53.0,81.875,HARD,14.0,6.0,7,2026
LEC,54.0,82.01,HARD,15.0,6.0,7,2026
LEC,55.0,82.015,HARD,16.0,6.0,7,2026
LEC,56.0,82.768,HARD,17.0,6.0,7,2026
LEC,57.0,82.45,HARD,18.0,6.0,7,2026
LEC,58.0,82.265,HARD,19.0,6.0,7,2026
LEC,59.0,82.196,HARD,20.0,6.0,7,2026
LEC,60.0,83.072,HARD,21.0,6.0,7,2026
LEC,61.0,82.855,HARD,22.0,6.0,7,2026
STR,1.0,96.077,HARD,1.0,21.0,7,2026
STR,2.0,86.301,HARD,2.0,21.0,7,2026
STR,3.0,85.904,HARD,3.0,21.0,7,2026
STR,4.0,86.43,HARD,4.0,21.0,7,2026
STR,5.0,94.345,HARD,5.0,22.0,7,2026
ALB,1.0,94.507,MEDIUM,1.0,18.0,7,2026
ALB,2.0,85.305,MEDIUM,2.0,18.0,7,2026
ALB,3.0,85.324,MEDIUM,3.0,18.0,7,2026
ALB,4.0,85.32,MEDIUM,4.0,18.0,7,2026
ALB,5.0,85.707,MEDIUM,5.0,18.0,7,2026
ALB,6.0,85.68,MEDIUM,6.0,18.0,7,2026
ALB,7.0,86.108,MEDIUM,7.0,18.0,7,2026
ALB,8.0,86.438,MEDIUM,8.0,18.0,7,2026
ALB,9.0,86.588,MEDIUM,9.0,18.0,7,2026
ALB,10.0,86.564,MEDIUM,10.0,18.0,7,2026
ALB,11.0,86.477,MEDIUM,11.0,18.0,7,2026
ALB,12.0,86.569,MEDIUM,12.0,17.0,7,2026
ALB,13.0,90.373,MEDIUM,13.0,16.0,7,2026
ALB,15.0,84.482,HARD,2.0,19.0,7,2026
ALB,16.0,84.973,HARD,3.0,18.0,7,2026
ALB,17.0,85.538,HARD,4.0,19.0,7,2026
ALB,18.0,84.969,HARD,5.0,19.0,7,2026
ALB,19.0,85.022,HARD,6.0,17.0,7,2026
ALB,20.0,85.443,HARD,7.0,17.0,7,2026
ALB,21.0,85.217,HARD,8.0,17.0,7,2026
ALB,22.0,85.301,HARD,9.0,17.0,7,2026
ALB,23.0,85.909,HARD,10.0,18.0,7,2026
ALB,24.0,87.824,HARD,11.0,18.0,7,2026
ALB,25.0,88.019,HARD,12.0,18.0,7,2026
ALB,26.0,85.213,HARD,13.0,18.0,7,2026
ALB,27.0,85.467,HARD,14.0,18.0,7,2026
ALB,28.0,88.197,HARD,15.0,18.0,7,2026
ALB,29.0,90.544,HARD,16.0,18.0,7,2026
ALB,31.0,84.343,HARD,2.0,18.0,7,2026
ALB,32.0,83.803,HARD,3.0,17.0,7,2026
ALB,33.0,84.379,HARD,4.0,17.0,7,2026
ALB,34.0,87.738,HARD,5.0,17.0,7,2026
ALB,36.0,83.151,SOFT,2.0,19.0,7,2026
ALB,37.0,83.195,SOFT,3.0,19.0,7,2026
ALB,38.0,83.194,SOFT,4.0,18.0,7,2026
ALB,39.0,83.287,SOFT,5.0,18.0,7,2026
ALB,40.0,83.573,SOFT,6.0,18.0,7,2026
ALB,41.0,83.41,SOFT,7.0,18.0,7,2026
ALB,42.0,83.602,SOFT,8.0,18.0,7,2026
ALB,43.0,86.038,SOFT,9.0,18.0,7,2026
ALB,44.0,83.69,SOFT,10.0,18.0,7,2026
ALB,45.0,83.638,SOFT,11.0,18.0,7,2026
ALB,46.0,85.518,SOFT,12.0,18.0,7,2026
ALB,47.0,84.152,SOFT,13.0,18.0,7,2026
ALB,48.0,83.85,SOFT,14.0,18.0,7,2026
ALB,49.0,84.407,SOFT,15.0,18.0,7,2026
