driver,lapnumber,laptime,compound,tyrelife,position,race_round,year
HAM,52.0,80.771,HARD,11.0,1.0,7,2026
HAM,53.0,81.266,HARD,12.0,1.0,7,2026
HAM,54.0,80.98,HARD,13.0,1.0,7,2026
HAM,55.0,81.064,HARD,14.0,1.0,7,2026
HAM,56.0,81.083,HARD,15.0,1.0,7,2026
HAM,57.0,81.413,HARD,16.0,1.0,7,2026
HAM,58.0,81.502,HARD,17.0,1.0,7,2026
HAM,59.0,81.111,HARD,18.0,1.0,7,2026
HAM,60.0,81.17,HARD,19.0,1.0,7,2026
HAM,61.0,81.406,HARD,20.0,1.0,7,2026
HAM,62.0,81.374,HARD,21.0,1.0,7,2026
HAM,63.0,103.064,HARD,22.0,1.0,7,2026
HAM,65.0,92.659,HARD,24.0,1.0,7,2026
HAM,66.0,82.105,HARD,25.0,1.0,7,2026
BOR,1.0,94.169,MEDIUM,1.0,17.0,7,2026
BOR,2.0,85.022,MEDIUM,2.0,17.0,7,2026
BOR,3.0,85.078,MEDIUM,3.0,17.0,7,2026
BOR,4.0,85.113,MEDIUM,4.0,17.0,7,2026
BOR,5.0,85.442,MEDIUM,5.0,17.0,7,2026
BOR,6.0,85.548,MEDIUM,6.0,17.0,7,2026
BOR,7.0,86.224,MEDIUM,7.0,17.0,7,2026
BOR,8.0,86.347,MEDIUM,8.0,17.0,7,2026
BOR,9.0,86.301,MEDIUM,9.0,17.0,7,2026
BOR,10.0,86.426,MEDIUM,10.0,17.0,7,2026
BOR,11.0,86.6,MEDIUM,11.0,17.0,7,2026
BOR,12.0,86.792,MEDIUM,12.0,16.0,7,2026
BOR,13.0,86.799,MEDIUM,13.0,14.0,7,2026
BOR,14.0,86.526,MEDIUM,14.0,13.0,7,2026
BOR,15.0,89.806,MEDIUM,15.0,12.0,7,2026
BOR,17.0,83.47,HARD,2.0,18.0,7,2026
BOR,18.0,83.923,HARD,3.0,17.0,7,2026
BOR,19.0,83.551,HARD,4.0,16.0,7,2026
BOR,20.0,84.068,HARD,5.0,16.0,7,2026
BOR,21.0,83.836,HARD,6.0,16.0,7,2026
BOR,22.0,83.914,HARD,7.0,16.0,7,2026
BOR,23.0,84.725,HARD,8.0,15.0,7,2026
BOR,24.0,84.069,HARD,9.0,14.0,7,2026
BOR,25.0,84.199,HARD,10.0,14.0,7,2026
BOR,26.0,84.917,HARD,11.0,14.0,7,2026
BOR,27.0,84.594,HARD,12.0,14.0,7,2026
BOR,28.0,85.18,HARD,13.0,14.0,7,2026
BOR,29.0,85.753,HARD,14.0,14.0,7,2026
BOR,30.0,87.066,HARD,15.0,12.0,7,2026
BOR,31.0,87.453,HARD,16.0,13.0,7,2026
BOR,32.0,85.977,HARD,17.0,13.0,7,2026
BOR,33.0,89.825,HARD,18.0,14.0,7,2026
BOR,35.0,83.639,HARD,2.0,15.0,7,2026
BOR,36.0,83.784,HARD,3.0,15.0,7,2026
BOR,37.0,83.566,HARD,4.0,15.0,7,2026
BOR,38.0,84.176,HARD,5.0,15.0,7,2026
BOR,39.0,97.964,HARD,6.0,15.0,7,2026
BOR,41.0,82.925,HARD,8.0,14.0,7,2026
BOR,42.0,84.641,HARD,9.0,14.0,7,2026
BOR,43.0,82.559,HARD,10.0,14.0,7,2026
BOR,44.0,82.815,HARD,11.0,14.0,7,2026
BOR,45.0,83.219,HARD,12.0,14.0,7,2026
BOR,46.0,83.617,HARD,13.0,14.0,7,2026
BOR,47.0,84.19,HARD,14.0,14.0,7,2026
BOR,48.0,85.522,HARD,15.0,15.0,7,2026
BOR,49.0,84.586,HARD,16.0,15.0,7,2026
BOR,50.0,84.157,HARD,17.0,15.0,7,2026
BOR,51.0,83.978,HARD,18.0,15.0,7,2026
BOR,52.0,84.094,HARD,19.0,15.0,7,2026
BOR,53.0,88.318,HARD,20.0,15.0,7,2026
BOR,55.0,81.446,SOFT,2.0,16.0,7,2026
BOR,56.0,82.781,SOFT,3.0,14.0,7,2026
BOR,57.0,81.53,SOFT,4.0,14.0,7,2026
BOR,58.0,82.191,SOFT,5.0,14.0,7,2026
BOR,59.0,82.545,SOFT,6.0,14.0,7,2026
BOR,60.0,83.029,SOFT,7.0,13.0,7,2026
BOR,63.0,87.099,SOFT,10.0,11.0,7,2026
BOR,64.0,81.984,SOFT,11.0,11.0,7,2026
SAI,1.0,92.484,SOFT,1.0,13.0,7,2026
SAI,2.0,84.786,SOFT,2.0,13.0,7,2026
SAI,3.0,85.319,SOFT,3.0,14.0,7,2026
SAI,4.0,84.723,SOFT,4.0,14.0,7,2026
SAI,5.0,84.999,SOFT,5.0,14.0,7,2026
SAI,6.0,85.278,SOFT,6.0,14.0,7,2026
SAI,7.0,85.568,SOFT,7.0,14.0,7,2026
SAI,8.0,85.756,SOFT,8.0,14.0,7,2026
SAI,9.0,86.116,SOFT,9.0,14.0,7,2026
SAI,10.0,86.141,SOFT,10.0,14.0,7,2026
SAI,11.0,86.396,SOFT,11.0,14.0,7,2026
SAI,12.0,86.335,SOFT,12.0,13.0,7,2026
SAI,13.0,86.28,SOFT,13.0,12.0,7,2026
SAI,14.0,89.888,SOFT,14.0,11.0,7,2026
SAI,16.0,84.098,HARD,2.0,15.0,7,2026
SAI,17.0,84.437,HARD,3.0,15.0,7,2026
SAI,18.0,84.198,HARD,4.0,15.0,7,2026
SAI,19.0,84.261,HARD,5.0,14.0,7,2026
SAI,20.0,84.41,HARD,6.0,14.0,7,2026
SAI,21.0,84.599,HARD,7.0,14.0,7,2026
SAI,22.0,84.847,HARD,8.0,14.0,7,2026
SAI,23.0,84.723,HARD,9.0,13.0,7,2026
SAI,24.0,85.043,HARD,10.0,13.0,7,2026
SAI,25.0,85.02,HARD,11.0,13.0,7,2026
SAI,26.0,85.483,HARD,12.0,13.0,7,2026
SAI,27.0,85.102,HARD,13.0,13.0,7,2026
SAI,28.0,85.724,HARD,14.0,13.0,7,2026
SAI,29.0,85.353,HARD,15.0,13.0,7,2026
SAI,30.0,88.745,HARD,16.0,14.0,7,2026
SAI,32.0,83.619,HARD,2.0,16.0,7,2026
SAI,33.0,83.969,HARD,3.0,16.0,7,2026
SAI,34.0,84.493,HARD,4.0,14.0,7,2026
SAI,35.0,86.235,HARD,5.0,14.0,7,2026
SAI,36.0,83.949,HARD,6.0,14.0,7,2026
SAI,37.0,83.996,HARD,7.0,14.0,7,2026
SAI,38.0,84.183,HARD,8.0,13.0,7,2026
SAI,39.0,94.947,HARD,9.0,13.0,7,2026
SAI,41.0,83.898,HARD,11.0,12.0,7,2026
SAI,42.0,85.678,HARD,12.0,12.0,7,2026
SAI,43.0,83.482,HARD,13.0,12.0,7,2026
SAI,44.0,84.72,HARD,14.0,12.0,7,2026
SAI,45.0,84.968,HARD,15.0,13.0,7,2026
SAI,46.0,83.956,HARD,16.0,13.0,7,2026
SAI,47.0,83.703,HARD,17.0,13.0,7,2026
SAI,48.0,83.73,HARD,18.0,13.0,7,2026
SAI,49.0,84.218,HARD,19.0,13.0,7,2026
SAI,50.0,84.218,HARD,20.0,13.0,7,2026
SAI,51.0,84.078,HARD,21.0,13.0,7,2026
SAI,52.0,84.526,HARD,22.0,13.0,7,2026
SAI,53.0,84.493,HARD,23.0,13.0,7,2026
SAI,54.0,84.581,HARD,24.0,13.0,7,2026
SAI,55.0,89.059,HARD,25.0,14.0,7,2026
SAI,57.0,82.28,MEDIUM,2.0,15.0,7,2026
SAI,58.0,82.061,MEDIUM,3.0,15.0,7,2026
SAI,59.0,82.255,MEDIUM,4.0,15.0,7,2026
SAI,60.0,87.57,MEDIUM,5.0,14.0,7,2026
SAI,63.0,84.807,MEDIUM,8.0,12.0,7,2026
SAI,64.0,82.45,MEDIUM,9.0,12.0,7,2026
HAD,1.0,93.015,MEDIUM,1.0,14.0,7,2026
HAD,2.0,84.536,MEDIUM,2.0,14.0,7,2026
HAD,3.0,83.843,MEDIUM,3.0,13.0,7,2026
HAD,4.0,84.407,MEDIUM,4.0,13.0,7,2026
HAD,5.0,84.798,MEDIUM,5.0,13.0,7,2026
HAD,6.0,84.499,MEDIUM,6.0,12.0,7,2026
HAD,7.0,84.577,MEDIUM,7.0,11.0,7,2026
HAD,8.0,85.342,MEDIUM,8.0,11.0,7,2026
HAD,9.0,85.914,MEDIUM,9.0,11.0,7,2026
HAD,10.0,84.509,MEDIUM,10.0,10.0,7,2026
HAD,11.0,84.531,MEDIUM,11.0,9.0,7,2026
HAD,12.0,85.087,MEDIUM,12.0,9.0,7,2026
HAD,13.0,85.071,MEDIUM,13.0,7.0,7,2026
HAD,14.0,85.294,MEDIUM,14.0,8.0,7,2026
HAD,15.0,88.08,MEDIUM,15.0,7.0,7,2026
HAD,16.0,102.237,HARD,1.0,11.0,7,2026
HAD,17.0,82.786,HARD,2.0,9.0,7,2026
HAD,18.0,81.835,HARD,3.0,9.0,7,2026
HAD,19.0,82.223,HARD,4.0,9.0,7,2026
HAD,20.0,83.578,HARD,5.0,9.0,7,2026
HAD,21.0,82.92,HARD,6.0,8.0,7,2026
HAD,22.0,82.778,HARD,7.0,8.0,7,2026
HAD,23.0,82.951,HARD,8.0,8.0,7,2026
HAD,24.0,82.994,HARD,9.0,8.0,7,2026
HAD,25.0,83.272,HARD,10.0,8.0,7,2026
HAD,26.0,83.259,HARD,11.0,8.0,7,2026
HAD,27.0,83.282,HARD,12.0,8.0,7,2026
HAD,28.0,83.703,HARD,13.0,8.0,7,2026
HAD,29.0,83.758,HARD,14.0,8.0,7,2026
HAD,30.0,84.178,HARD,15.0,8.0,7,2026
HAD,31.0,84.568,HARD,16.0,8.0,7,2026
HAD,32.0,87.725,HARD,17.0,8.0,7,2026
HAD,33.0,101.002,HARD,1.0,8.0,7,2026
HAD,34.0,81.14,HARD,2.0,8.0,7,2026
HAD,35.0,81.996,HARD,3.0,8.0,7,2026
HAD,36.0,82.229,HARD,4.0,8.0,7,2026
HAD,37.0,82.139,HARD,5.0,8.0,7,2026
HAD,38.0,82.099,HARD,6.0,8.0,7,2026
HAD,39.0,82.056,HARD,7.0,8.0,7,2026
HAD,40.0,103.056,HARD,8.0,8.0,7,2026
HAD,41.0,97.117,HARD,9.0,8.0,7,2026
HAD,42.0,82.585,HARD,10.0,8.0,7,2026
HAD,43.0,82.182,HARD,11.0,8.0,7,2026
HAD,44.0,82.316,HARD,12.0,8.0,7,2026
HAD,45.0,82.312,HARD,13.0,8.0,7,2026
HAD,46.0,82.426,HARD,14.0,8.0,7,2026
HAD,47.0,82.544,HARD,15.0,8.0,7,2026
HAD,48.0,82.002,HARD,16.0,8.0,7,2026
HAD,49.0,82.477,HARD,17.0,8.0,7,2026
HAD,50.0,82.354,HARD,18.0,8.0,7,2026
HAD,51.0,82.652,HARD,19.0,8.0,7,2026
HAD,52.0,83.064,HARD,20.0,8.0,7,2026
HAD,53.0,82.819,HARD,21.0,8.0,7,2026
HAD,54.0,82.972,HARD,22.0,8.0,7,2026
HAD,55.0,83.002,HARD,23.0,8.0,7,2026
HAD,56.0,84.062,HARD,24.0,8.0,7,2026
HAD,57.0,84.882,HARD,25.0,8.0,7,2026
HAD,58.0,87.778,HARD,26.0,8.0,7,2026
HAD,59.0,100.329,SOFT,4.0,8.0,7,2026
HAD,60.0,80.15,SOFT,5.0,8.0,7,2026
HAD,61.0,84.651,SOFT,6.0,8.0,7,2026
HAD,64.0,83.518,SOFT,9.0,6.0,7,2026
HAD,65.0,81.114,SOFT,10.0,6.0,7,2026
RUS,1.0,84.418,MEDIUM,1.0,1.0,7,2026
RUS,2.0,81.513,MEDIUM,2.0,1.0,7,2026
RUS,3.0,81.479,MEDIUM,3.0,1.0,7,2026
RUS,4.0,82.044,MEDIUM,4.0,1.0,7,2026
RUS,5.0,82.427,MEDIUM,5.0,1.0,7,2026
RUS,6.0,82.473,MEDIUM,6.0,1.0,7,2026
RUS,7.0,82.687,MEDIUM,7.0,1.0,7,2026
RUS,8.0,83.253,MEDIUM,8.0,1.0,7,2026
RUS,9.0,83.198,MEDIUM,9.0,1.0,7,2026
RUS,10.0,83.51,MEDIUM,10.0,1.0,7,2026
RUS,11.0,83.701,MEDIUM,11.0,1.0,7,2026
RUS,12.0,87.454,MEDIUM,12.0,1.0,7,2026
RUS,13.0,100.974,HARD,1.0,5.0,7,2026
RUS,14.0,81.79,HARD,2.0,3.0,7,2026
RUS,15.0,81.972,HARD,3.0,2.0,7,2026
RUS,16.0,82.161,HARD,4.0,1.0,7,2026
RUS,17.0,81.766,HARD,5.0,1.0,7,2026
RUS,18.0,82.103,HARD,6.0,1.0,7,2026
RUS,19.0,82.446,HARD,7.0,1.0,7,2026
RUS,20.0,82.513,HARD,8.0,1.0,7,2026
RUS,21.0,82.556,HARD,9.0,1.0,7,2026
RUS,22.0,82.725,HARD,10.0,1.0,7,2026
RUS,23.0,83.254,HARD,11.0,1.0,7,2026
RUS,24.0,82.803,HARD,12.0,1.0,7,2026
RUS,25.0,83.026,HARD,13.0,1.0,7,2026
RUS,26.0,82.908,HARD,14.0,1.0,7,2026
RUS,27.0,83.144,HARD,15.0,1.0,7,2026
RUS,28.0,83.176,HARD,16.0,1.0,7,2026
RUS,29.0,83.208,HARD,17.0,1.0,7,2026
RUS,30.0,83.647,HARD,18.0,1.0,7,2026
RUS,31.0,83.325,HARD,19.0,1.0,7,2026
RUS,32.0,82.884,HARD,20.0,1.0,7,2026
RUS,33.0,83.437,HARD,21.0,1.0,7,2026
RUS,34.0,82.649,HARD,22.0,1.0,7,2026
RUS,35.0,82.921,HARD,23.0,1.0,7,2026
RUS,36.0,87.737,HARD,24.0,2.0,7,2026
RUS,37.0,99.632,HARD,1.0,4.0,7,2026
RUS,38.0,80.709,HARD,2.0,3.0,7,2026
RUS,39.0,81.179,HARD,3.0,2.0,7,2026
RUS,40.0,88.216,HARD,4.0,2.0,7,2026
RUS,42.0,86.031,HARD,6.0,2.0,7,2026
RUS,43.0,80.64,HARD,7.0,2.0,7,2026
RUS,44.0,80.821,HARD,8.0,2.0,7,2026
RUS,45.0,80.74,HARD,9.0,2.0,7,2026
RUS,46.0,80.739,HARD,10.0,2.0,7,2026
RUS,47.0,80.933,HARD,11.0,2.0,7,2026
RUS,48.0,81.267,HARD,12.0,2.0,7,2026
RUS,49.0,81.322,HARD,13.0,2.0,7,2026
RUS,50.0,81.522,HARD,14.0,2.0,7,2026
RUS,51.0,81.628,HARD,15.0,2.0,7,2026
RUS,52.0,81.652,HARD,16.0,2.0,7,2026
RUS,53.0,81.864,HARD,17.0,2.0,7,2026
RUS,54.0,81.459,HARD,18.0,2.0,7,2026
RUS,55.0,81.529,HARD,19.0,2.0,7,2026
RUS,56.0,82.07,HARD,20.0,2.0,7,2026
RUS,57.0,82.072,HARD,21.0,2.0,7,2026
RUS,58.0,81.946,HARD,22.0,2.0,7,2026
RUS,59.0,82.271,HARD,23.0,2.0,7,2026
RUS,60.0,82.186,HARD,24.0,2.0,7,2026
RUS,61.0,84.562,HARD,25.0,3.0,7,2026
RUS,62.0,82.48,HARD,26.0,2.0,7,2026
RUS,65.0,87.127,HARD,29.0,2.0,7,2026
RUS,66.0,82.322,HARD,30.0,2.0,7,2026
BOT,1.0,95.407,MEDIUM,1.0,20.0,7,2026
BOT,2.0,86.038,MEDIUM,2.0,20.0,7,2026
BOT,3.0,85.745,MEDIUM,3.0,20.0,7,2026
BOT,4.0,86.254,MEDIUM,4.0,20.0,7,2026
BOT,5.0,86.543,MEDIUM,5.0,20.0,7,2026
BOT,6.0,86.66,MEDIUM,6.0,20.0,7,2026
BOT,7.0,86.681,MEDIUM,7.0,20.0,7,2026
BOT,8.0,87.17,MEDIUM,8.0,20.0,7,2026
BOT,9.0,87.746,MEDIUM,9.0,20.0,7,2026
BOT,10.0,87.968,MEDIUM,10.0,20.0,7,2026
BOT,11.0,88.045,MEDIUM,11.0,20.0,7,2026
BOT,12.0,89.432,MEDIUM,12.0,21.0,7,2026
BOT,13.0,88.393,MEDIUM,13.0,20.0,7,2026
BOT,14.0,92.208,MEDIUM,14.0,19.0,7,2026
PIA,1.0,88.57,MEDIUM,1.0,6.0,7,2026
PIA,2.0,82.673,MEDIUM,2.0,6.0,7,2026
PIA,3.0,82.94,MEDIUM,3.0,6.0,7,2026
PIA,4.0,83.054,MEDIUM,4.0,6.0,7,2026
PIA,5.0,83.242,MEDIUM,5.0,6.0,7,2026
PIA,6.0,83.298,MEDIUM,6.0,6.0,7,2026
PIA,7.0,83.569,MEDIUM,7.0,6.0,7,2026
PIA,8.0,85.507,MEDIUM,8.0,7.0,7,2026
PIA,9.0,84.548,MEDIUM,9.0,7.0,7,2026
PIA,10.0,84.401,MEDIUM,10.0,7.0,7,2026
PIA,11.0,84.097,MEDIUM,11.0,7.0,7,2026
PIA,12.0,84.117,MEDIUM,12.0,5.0,7,2026
PIA,13.0,83.999,MEDIUM,13.0,4.0,7,2026
PIA,14.0,88.542,MEDIUM,14.0,4.0,7,2026
PIA,15.0,102.741,HARD,1.0,8.0,7,2026
PIA,16.0,82.541,HARD,2.0,7.0,7,2026
PIA,17.0,82.229,HARD,3.0,7.0,7,2026
PIA,18.0,82.269,HARD,4.0,7.0,7,2026
PIA,19.0,82.262,HARD,5.0,7.0,7,2026
PIA,20.0,82.449,HARD,6.0,7.0,7,2026
PIA,21.0,82.858,HARD,7.0,7.0,7,2026
PIA,22.0,82.937,HARD,8.0,7.0,7,2026
PIA,23.0,82.898,HARD,9.0,7.0,7,2026
PIA,24.0,82.907,HARD,10.0,7.0,7,2026
PIA,25.0,83.038,HARD,11.0,7.0,7,2026
PIA,26.0,82.771,HARD,12.0,7.0,7,2026
PIA,27.0,82.851,HARD,13.0,7.0,7,2026
PIA,28.0,83.283,HARD,14.0,6.0,7,2026
PIA,29.0,83.674,HARD,15.0,7.0,7,2026
PIA,30.0,83.608,HARD,16.0,6.0,7,2026
PIA,31.0,83.345,HARD,17.0,6.0,7,2026
PIA,32.0,83.833,HARD,18.0,6.0,7,2026
PIA,33.0,83.0,HARD,19.0,6.0,7,2026
PIA,34.0,83.037,HARD,20.0,6.0,7,2026
PIA,35.0,83.444,HARD,21.0,6.0,7,2026
PIA,36.0,86.917,HARD,22.0,6.0,7,2026
PIA,37.0,102.367,HARD,1.0,7.0,7,2026
PIA,38.0,82.113,HARD,2.0,7.0,7,2026
PIA,39.0,82.073,HARD,3.0,7.0,7,2026
PIA,40.0,96.647,HARD,4.0,7.0,7,2026
PIA,41.0,102.962,HARD,5.0,7.0,7,2026
PIA,42.0,81.086,HARD,6.0,7.0,7,2026
PIA,43.0,80.974,HARD,7.0,7.0,7,2026
PIA,44.0,81.203,HARD,8.0,7.0,7,2026
PIA,45.0,80.939,HARD,9.0,7.0,7,2026
PIA,46.0,80.835,HARD,10.0,7.0,7,2026
PIA,47.0,80.994,HARD,11.0,7.0,7,2026
PIA,48.0,81.299,HARD,12.0,7.0,7,2026
PIA,49.0,81.147,HARD,13.0,7.0,7,2026
PIA,50.0,82.849,HARD,14.0,7.0,7,2026
PIA,51.0,81.904,HARD,15.0,7.0,7,2026
PIA,52.0,82.366,HARD,16.0,7.0,7,2026
PIA,53.0,82.042,HARD,17.0,7.0,7,2026
PIA,54.0,82.292,HARD,18.0,7.0,7,2026
PIA,55.0,82.369,HARD,19.0,7.0,7,2026
PIA,56.0,82.139,HARD,20.0,7.0,7,2026
PIA,57.0,82.169,HARD,21.0,7.0,7,2026
PIA,58.0,82.723,HARD,22.0,7.0,7,2026
PIA,59.0,83.228,HARD,23.0,7.0,7,2026
PIA,60.0,82.546,HARD,24.0,7.0,7,2026
PIA,61.0,82.671,HARD,25.0,7.0,7,2026
PIA,62.0,96.112,HARD,26.0,5.0,7,2026
PIA,64.0,100.758,HARD,28.0,5.0,7,2026
PIA,65.0,83.332,HARD,29.0,5.0,7,2026
PIA,66.0,83.166,HARD,30.0,5.0,7,2026
BEA,1.0,93.669,MEDIUM,1.0,15.0,7,2026
BEA,2.0,85.184,MEDIUM,2.0,16.0,7,2026
BEA,3.0,84.941,MEDIUM,3.0,16.0,7,2026
BEA,4.0,85.086,MEDIUM,4.0,16.0,7,2026
BEA,5.0,85.215,MEDIUM,5.0,16.0,7,2026
BEA,6.0,85.592,MEDIUM,6.0,16.0,7,2026
BEA,7.0,86.101,MEDIUM,7.0,16.0,7,2026
BEA,8.0,86.127,MEDIUM,8.0,16.0,7,2026
BEA,9.0,86.321,MEDIUM,9.0,16.0,7,2026
BEA,10.0,86.505,MEDIUM,10.0,16.0,7,2026
BEA,11.0,86.654,MEDIUM,11.0,16.0,7,2026
BEA,12.0,86.607,MEDIUM,12.0,15.0,7,2026
BEA,13.0,86.753,MEDIUM,13.0,13.0,7,2026
BEA,14.0,85.933,MEDIUM,14.0,12.0,7,2026
BEA,15.0,85.544,MEDIUM,15.0,10.0,7,2026
BEA,16.0,86.485,MEDIUM,16.0,9.0,7,2026
BEA,17.0,86.707,MEDIUM,17.0,10.0,7,2026
BEA,18.0,91.2,MEDIUM,18.0,14.0,7,2026
BEA,20.0,85.204,HARD,2.0,18.0,7,2026
BEA,21.0,83.939,HARD,3.0,18.0,7,2026
BEA,22.0,84.285,HARD,4.0,18.0,7,2026
BEA,23.0,83.746,HARD,5.0,17.0,7,2026
BEA,24.0,84.052,HARD,6.0,17.0,7,2026
BEA,25.0,85.907,HARD,7.0,17.0,7,2026
BEA,26.0,86.829,HARD,8.0,17.0,7,2026
BEA,27.0,85.807,HARD,9.0,17.0,7,2026
BEA,28.0,84.161,HARD,10.0,17.0,7,2026
BEA,29.0,84.35,HARD,11.0,17.0,7,2026
BEA,30.0,83.789,HARD,12.0,15.0,7,2026
BEA,31.0,84.356,HARD,13.0,14.0,7,2026
BEA,32.0,85.245,HARD,14.0,14.0,7,2026
BEA,33.0,84.43,HARD,15.0,13.0,7,2026
BEA,34.0,84.255,HARD,16.0,13.0,7,2026
BEA,35.0,86.581,HARD,17.0,13.0,7,2026
BEA,36.0,85.902,HARD,18.0,13.0,7,2026
BEA,37.0,86.474,HARD,19.0,13.0,7,2026
BEA,38.0,86.381,HARD,20.0,12.0,7,2026
BEA,39.0,96.309,HARD,21.0,12.0,7,2026
BEA,41.0,82.484,SOFT,,15.0,7,2026
BEA,42.0,82.657,SOFT,,15.0,7,2026
BEA,43.0,82.419,SOFT,,15.0,7,2026
BEA,44.0,82.833,SOFT,,15.0,7,2026
BEA,45.0,82.897,SOFT,,15.0,7,2026
BEA,46.0,83.241,SOFT,,15.0,7,2026
BEA,47.0,83.829,SOFT,,15.0,7,2026
BEA,48.0,84.192,SOFT,,14.0,7,2026
BEA,49.0,83.926,SOFT,,14.0,7,2026
BEA,50.0,84.194,SOFT,,14.0,7,2026
BEA,51.0,83.951,SOFT,,14.0,7,2026
BEA,52.0,84.129,SOFT,,14.0,7,2026
BEA,53.0,84.514,SOFT,,14.0,7,2026
BEA,54.0,84.565,SOFT,,14.0,7,2026
BEA,55.0,84.642,SOFT,,13.0,7,2026
BEA,56.0,87.738,SOFT,,13.0,7,2026
BEA,57.0,84.737,SOFT,,13.0,7,2026
BEA,58.0,84.379,SOFT,,13.0,7,2026
BEA,59.0,84.106,SOFT,,13.0,7,2026
BEA,60.0,103.521,SOFT,,15.0,7,2026
